original_id	matched_id	similarity_score	notes
1R4W-A	1r4w_A	NA	Stage 1
1R6J-A	1nte_A	NA	Stage 2
1R73-A	1r73_A	NA	Stage 1
1R7H-A	1r7h_A	NA	Stage 1
1R88-A	1r88_A	NA	Stage 1
1R8U-B	1r8u_B	NA	Stage 1
1R9Q-A	1r9l_A	NA	Stage 2
1RAJ-A	1raj_A	NA	Stage 1
1REG-X	1reg_X	NA	Stage 1
1RGJ-A	1abt_A	NA	Stage 2
1RGV-A	1rgv_A	NA	Stage 1
1RH7-A	1rh7_A	NA	Stage 1
1RHC-A	1rhc_A	NA	Stage 1
1RHY-A	1rhy_A	NA	Stage 1
1RI1-A	1ri1_A	NA	Stage 1
1RIF-A	1rif_A	NA	Stage 1
1RIL-A	1ril_A	NA	Stage 1
1ROE-A	1roe_A	NA	Stage 1
1RQX-A	1rqx_A	NA	Stage 1
1RR7-A	1rr7_A	NA	Stage 1
1RU2-A	1rtz_A	NA	Stage 2
1RV6-V	1rv6_V	NA	Stage 1
1RZV-A	1rzu_A	NA	Stage 2
1S29-A	1s29_A	NA	Stage 1
1S4Q-A	1s4q_A	NA	Stage 1
1SCH-A	1sch_A	NA	Stage 1
1SCK-A	1sci_A	NA	Stage 2
1SDJ-A	1sdj_A	NA	Stage 1
1SGW-A	1sgw_A	NA	Stage 1
1SI4-B	1shr_B	NA	Stage 2
1SIE-A	1sid_A	NA	Stage 2
1SIY-A	1siy_A	NA	Stage 1
1SJ7-A	1sj7_A	NA	Stage 1
1SLC-A	1sla_A	NA	Stage 2
1SNG-A	1sng_A	NA	Stage 1
1SPK-A	1spk_A	NA	Stage 1
1SQG-A	1sqf_A	NA	Stage 2
1SUR-A	1sur_A	NA	Stage 1
1SVD-M	1svd_M	NA	Stage 1
1SW7-A	1sw7_A	NA	Stage 1
1SZB-A	1szb_A	NA	Stage 1
1T1I-A	1t1i_A	NA	Stage 1
1T1M-C	1dd5_A	NA	Stage 2
1T33-A	1t33_A	NA	Stage 1
1T4W-A	1t4w_A	NA	Stage 1
1T6L-A	1t6l_A	NA	Stage 1
1T7D-A	1t7d_A	NA	Stage 1
1TBQ-R	1tbq_R	NA	Stage 1
1TH1-C	1th1_C	NA	Stage 1
1TIL-B	1tid_B	NA	Stage 2
1TK9-A	1tk9_A	NA	Stage 1
1TM2-A	1tjy_A	NA	Stage 2
1TMQ-A	1clv_A	0.9979	Stage 3
1TNT-A	1tns_A	NA	Stage 2
1TP9-A	1tp9_A	NA	Stage 1
1TQJ-A	1tqj_A	NA	Stage 1
1TTW-A	1ttw_A	NA	Stage 1
1TTY-A	1tty_A	NA	Stage 1
1TXA-A	1txa_A	NA	Stage 1
1U08-A	1u08_A	NA	Stage 1
1U0J-A	1u0j_A	NA	Stage 1
1U18-A	1u17_A	NA	Stage 2
1U1Z-A	1u1z_A	NA	Stage 1
1U6T-A	1u6t_A	NA	Stage 1
1U8W-A	1u8w_A	NA	Stage 1
1UA8-A	1iwl_A	NA	Stage 2
1UAI-A	1uai_A	NA	Stage 1
1UAX-A	1uax_A	NA	Stage 1
1UAZ-A	1uaz_A	NA	Stage 1
1UDV-A	1udv_A	NA	Stage 1
1UEZ-A	1uez_A	NA	Stage 1
1UFX-A	1ufx_A	NA	Stage 1
1UG0-A	1ug0_A	NA	Stage 1
1UG4-A	1ug4_A	NA	Stage 1
1UJN-A	1ujn_A	NA	Stage 1
1UK5-A	1uk5_A	NA	Stage 1
1UM9-A	1um9_A	NA	Stage 1
1UMQ-A	1umq_A	NA	Stage 1
1UN2-A	1un2_A	NA	Stage 1
1UNN-C	1unn_C	NA	Stage 1
1UPC-A	1upa_A	NA	Stage 2
1URG-A	1urg_A	NA	Stage 1
1USO-A	1uso_A	NA	Stage 1
1USP-A	1usp_A	NA	Stage 1
1USY-C	1usy_C	NA	Stage 1
1UTA-A	1uta_A	NA	Stage 1
1UU1-A	1h1c_A	NA	Stage 2
1UVX-A	1uvx_A	NA	Stage 1
1UW0-A	1uw0_A	NA	Stage 1
1UWW-A	1uww_A	NA	Stage 1
1UX6-A	1ux6_A	NA	Stage 1
1UZG-A	1uzg_A	NA	Stage 1
1V02-A	1v02_A	NA	Stage 1
1V1S-A	1v19_A	NA	Stage 2
1V3F-A	1v3f_A	NA	Stage 1
1V5M-A	1v5m_A	NA	Stage 1
1V62-A	1v62_A	NA	Stage 1
1V6P-A	1cod_A	NA	Stage 2
1V6S-A	1v6s_A	NA	Stage 1
1V6Y-A	1v6y_A	NA	Stage 1
1V71-A	1v71_A	NA	Stage 1
1V7V-A	1v7v_A	NA	Stage 1
1V87-A	1v87_A	NA	Stage 1
1V9L-A	1v9l_A	NA	Stage 1
1VC9-A	1vc9_A	NA	Stage 1
1VEC-A	1vec_A	NA	Stage 1
1VEL-A	1uvh_A	NA	Stage 2
1VIM-A	1vim_A	NA	Stage 1
1VIU-A	1viu_A	NA	Stage 1
1VJU-A	1vju_A	NA	Stage 1
1VJZ-A	1vjz_A	NA	Stage 1
1VKR-A	1vkr_A	NA	Stage 1
1VLS-A	1vls_A	NA	Stage 1
1VP5-A	1vp5_A	NA	Stage 1
1VPE-A	1vpe_A	NA	Stage 1
1VPS-A	1vpn_A	NA	Stage 2
1VQ3-A	1vq3_A	NA	Stage 1
1VR0-A	1vr0_A	NA	Stage 1
1VR1-H	1vr1_H	NA	Stage 1
1VYV-A	1vyv_A	NA	Stage 1
1W27-A	1w27_A	NA	Stage 1
1W55-A	1w55_A	NA	Stage 1
1W5Y-A	1w5v_A	NA	Stage 2
1W6T-A	1w6t_A	NA	Stage 1
1W7I-B	1oe9_B	NA	Stage 2
1W80-A	1w80_A	NA	Stage 1
1W97-L	1w97_L	NA	Stage 1
1W99-A	1w99_A	NA	Stage 1
1W9Y-A	1w9y_A	NA	Stage 1
1WCG-A	1wcg_A	NA	Stage 1
1WCV-1	1wcv_1	NA	Stage 1
1WD2-A	1wd2_A	NA	Stage 1
1WDZ-A	1wdz_A	NA	Stage 1
1WEN-A	1wen_A	NA	Stage 1
1WFG-A	1wfg_A	NA	Stage 1
1WFY-A	1wfy_A	NA	Stage 1
1WID-A	1wid_A	NA	Stage 1
1WJR-A	1wjr_A	NA	Stage 1
1WK9-A	1wk9_A	NA	Stage 1
1WKL-A	1wkj_A	NA	Stage 2
1WO8-A	1wo8_A	NA	Stage 1
1WOR-A	1woo_A	NA	Stage 2
1WOV-A	1wov_A	NA	Stage 1
1WQ6-A	1wq6_A	NA	Stage 1
1WQL-A	1wql_A	NA	Stage 1
1WS7-A	1ws7_A	NA	Stage 1
1WVL-A	1wvl_A	NA	Stage 1
1WVN-A	1wvn_A	NA	Stage 1
1WYW-A	1wyw_A	NA	Stage 1
1WZA-A	1wza_A	NA	Stage 1
1WZC-A	1wzc_A	NA	Stage 1
1X0P-A	1x0p_A	NA	Stage 1
1X0U-A	1x0u_A	NA	Stage 1
1X2L-A	1x2l_A	NA	Stage 1
1X3L-A	1x3l_A	NA	Stage 1
1X3U-A	1x3u_A	NA	Stage 1
1X4W-A	1x4w_A	NA	Stage 1
1X59-A	1x59_A	NA	Stage 1
1X5H-A	1x5h_A	NA	Stage 1
1X5N-A	1x5n_A	NA	Stage 1
1X7A-C	1pfx_C	NA	Stage 2
1XAT-A	1xat_A	NA	Stage 1
1XBN-A	1xbn_A	NA	Stage 1
1XD7-A	1xd7_A	NA	Stage 1
1XDH-A	1lf3_A	NA	Stage 2
1XDJ-A	1xdj_A	NA	Stage 1
1XDW-A	1xdw_A	NA	Stage 1
1XE8-A	1xe7_A	NA	Stage 2
1XFK-A	1xfk_A	NA	Stage 1
1XFY-A	1xfv_A	NA	Stage 2
1XGN-A	1wkm_A	NA	Stage 2
1XKN-A	1xkn_A	NA	Stage 1
1XKW-A	1xkw_A	NA	Stage 1
1XM5-A	1xm5_A	NA	Stage 1
1XN9-A	1xn9_A	NA	Stage 1
1XO8-A	1xo8_A	NA	Stage 1
1XOM-A	1xom_A	NA	Stage 1
1XQJ-A	1xqg_A	NA	Stage 2
1XQP-A	1xqo_A	NA	Stage 2
1XR5-A	1xr5_A	NA	Stage 1
1XSO-A	1xso_A	NA	Stage 1
1XTI-A	1xti_A	NA	Stage 1
1XVX-A	1xvx_A	NA	Stage 1
1XYN-A	1xyn_A	NA	Stage 1
1XYU-A	1xyu_A	NA	Stage 1
1XZN-A	1non_A	NA	Stage 2
1Y1X-A	1y1x_A	NA	Stage 1
1Y5E-A	1y5e_A	NA	Stage 1
1Y7R-A	1y7r_A	NA	Stage 1
1Y7U-A	1y7u_A	NA	Stage 1
1Y8F-A	1y8f_A	NA	Stage 1
1Y9R-A	1y9r_A	NA	Stage 1
1YA9-A	1ya9_A	NA	Stage 1
1YAK-A	1yaf_A	NA	Stage 2
1YDL-A	1ydl_A	NA	Stage 1
1YHU-B	1yhu_B	NA	Stage 1
1YHU-C	1yhu_C	NA	Stage 1
1YIR-A	1yir_A	NA	Stage 1
1YKW-A	1ykw_A	NA	Stage 1
1YMT-A	1ymt_A	NA	Stage 1
1YOB-A	1yob_A	NA	Stage 1
1YPX-A	1ypx_A	NA	Stage 1
1YQ1-A	1yq1_A	NA	Stage 1
1YQE-A	1yqe_A	NA	Stage 1
1YRR-A	1ymy_A	NA	Stage 2
1YRU-A	1yrt_A	NA	Stage 2
1YU2-A	1yu2_A	NA	Stage 1
1YVW-A	1yvw_A	NA	Stage 1
1YVY-A	1ytm_A	NA	Stage 2
1YWO-A	1ywo_A	NA	Stage 1
1YZG-A	1yzg_A	NA	Stage 1
1YZW-A	1yzw_A	NA	Stage 1
1Z0N-A	1z0n_A	NA	Stage 1
1Z1F-A	1z1e_A	NA	Stage 2
1Z2E-A	1jl3_A	NA	Stage 2
1Z2N-X	1z2n_X	NA	Stage 1
1Z5S-C	1z5s_C	NA	Stage 1
1Z5Y-E	1z5y_E	NA	Stage 1
1Z69-A	1z69_A	NA	Stage 1
1Z6K-A	1z6k_A	NA	Stage 1
1Z7R-A	1z7p_A	NA	Stage 2
1Z82-A	1z82_A	NA	Stage 1
1Z8P-A	1z8p_A	NA	Stage 1
1ZBE-1	1zba_1	NA	Stage 2
1ZCM-A	1zcm_A	NA	Stage 1
1ZDX-A	1zdx_A	NA	Stage 1
1ZFN-A	1zfn_A	NA	Stage 1
1ZG3-A	1zg3_A	NA	Stage 1
1ZT2-B	1zt2_B	NA	Stage 1
1ZU1-A	1zu1_A	NA	Stage 1
1ZUT-A	1zut_A	NA	Stage 1
1ZZG-A	1zzg_A	NA	Stage 1
2A4A-A	2a4a_A	NA	Stage 1
2A53-B	2a53_B	NA	Stage 1
2A5J-A	2a5j_A	NA	Stage 1
2A62-A	2a62_A	NA	Stage 1
2A6R-A	2a6q_E	NA	Stage 2
2A8B-A	2a8b_A	NA	Stage 1
2AA1-B	2aa1_B	NA	Stage 1
2AA4-A	2aa4_A	NA	Stage 1
2AAK-A	2aak_A	NA	Stage 1
2AAR-R	1nkw_R	NA	Stage 2
2AE5-B	2ae5_B	NA	Stage 1
2AEP-A	2aep_A	NA	Stage 1
2AF0-A	2af0_A	NA	Stage 1
2AF7-A	2af7_A	NA	Stage 1
2AIH-A	2aih_A	NA	Stage 1
2AJ7-A	2aj7_A	NA	Stage 1
2APO-B	2apo_B	NA	Stage 1
2AQF-A	2aqe_A	NA	Stage 2
2AQW-A	2aqw_A	NA	Stage 1
2AQX-A	2aqx_A	NA	Stage 1
2AS9-A	2as9_A	NA	Stage 1
2AVD-A	2avd_A	NA	Stage 1
2AWA-A	2awa_A	NA	Stage 1
2AYD-A	2ayd_A	NA	Stage 1
2AYX-A	2ayx_A	NA	Stage 1
2B21-A	1t4g_A	NA	Stage 2
2B4C-G	2b4c_G	NA	Stage 1
2B9L-A	2b9l_A	NA	Stage 1
2B9S-A	2b9s_A	NA	Stage 1
2BBE-A	2bbe_A	NA	Stage 1
2BBV-A	2bbv_A	NA	Stage 1
2BG9-B	2bg9_B	NA	Stage 1
2BJO-A	2bjo_A	NA	Stage 1
2BKC-A	2bkc_A	NA	Stage 1
2BKM-A	2bkm_A	NA	Stage 1
2BNR-D	2bnq_D	NA	Stage 2
2BO9-B	2bo9_B	NA	Stage 1
2BS2-A	2bs2_A	NA	Stage 1
2BSE-A	1zru_A	NA	Stage 2
2BSQ-A	2bsq_A	NA	Stage 1
2BUD-A	2bud_A	NA	Stage 1
2BW2-A	2bw2_A	NA	Stage 1
2BXR-A	2bxr_A	NA	Stage 1
2BZL-A	2bzl_A	NA	Stage 1
2C0R-A	1w3u_A	NA	Stage 2
2C1X-A	2c1x_A	NA	Stage 1
2C2Y-A	2c2x_A	NA	Stage 2
2C47-A	2c47_A	NA	Stage 1
2C4I-A	2c4i_A	NA	Stage 1
2C4M-A	2c4m_A	NA	Stage 1
2C6Y-A	2c6y_A	NA	Stage 1
2C82-A	2c82_A	NA	Stage 1
2C9X-A	2c9x_A	NA	Stage 1
2CBF-A	2cbf_A	NA	Stage 1
2CBR-A	1cbi_A	NA	Stage 2
2CBU-A	1od0_A	NA	Stage 2
2CD0-A	2cd0_A	NA	Stage 1
2CFA-B	2cfa_B	NA	Stage 1
2CFC-A	2cfc_A	NA	Stage 1
2CG8-A	2cg8_A	NA	Stage 1
2CH0-A	2ch0_A	NA	Stage 1
2CIM-A	2cim_A	NA	Stage 1
2CJ1-A	1cpo_A	0.9967	Stage 3
2CJQ-A	2cjq_A	NA	Stage 1
2CQ9-A	2cq9_A	NA	Stage 1
2CQN-A	2cqn_A	NA	Stage 1
2CS2-A	2cs2_A	NA	Stage 1
2CTT-A	2ctt_A	NA	Stage 1
2CTZ-A	2ctz_A	NA	Stage 1
2CVK-A	2cvk_A	NA	Stage 1
2CW3-A	2cw3_A	NA	Stage 1
2CWA-A	2cwa_A	NA	Stage 1
2CWI-A	2cwi_A	NA	Stage 1
2CY3-A	2cy3_A	NA	Stage 1
2D1H-A	2d1h_A	NA	Stage 1
2D1U-A	2d1u_A	NA	Stage 1
2D3K-A	1wn2_A	NA	Stage 2
2D4E-A	2d4e_A	NA	Stage 1
2D4V-A	2d4v_A	NA	Stage 1
2D5V-A	2d5v_A	NA	Stage 1
2D68-A	2d68_A	NA	Stage 1
2DA5-A	2da5_A	NA	Stage 1
2DAY-A	2day_A	NA	Stage 1
2DB7-A	2db7_A	NA	Stage 1
2DBY-A	2dby_A	NA	Stage 1
2DCB-A	1ito_A	NA	Stage 2
2DD7-A	2dd7_A	NA	Stage 1
2DF8-A	2dec_A	NA	Stage 2
2DFA-A	2dfa_A	NA	Stage 1
2DG7-A	2dg7_A	NA	Stage 1
2DG8-A	2dg8_A	NA	Stage 1
2DGA-A	2dga_A	NA	Stage 1
2DH2-A	2dh2_A	NA	Stage 1
2DH7-A	2dh7_A	NA	Stage 1
2DI9-A	2di9_A	NA	Stage 1
2DMP-A	2dmp_A	NA	Stage 1
2DRH-A	2drh_A	NA	Stage 1
2DWY-A	2dwx_A	NA	Stage 2
2DXL-A	2dxl_A	NA	Stage 1
2E0Q-A	2e0q_A	NA	Stage 1
2E0Y-A	2dbu_A	NA	Stage 2
2E2W-A	2e2w_A	NA	Stage 1
2E3X-B	2e3x_B	NA	Stage 1
2E7G-A	2e7g_A	NA	Stage 1
2E8B-A	2e8b_A	NA	Stage 1
2E8M-A	2e8m_A	NA	Stage 1
2EA3-A	2ea3_A	NA	Stage 1
2EB1-A	2eb1_A	NA	Stage 1
2EDE-A	2ede_A	NA	Stage 1
2EE0-A	2ee0_A	NA	Stage 1
2EF0-A	2ef0_A	NA	Stage 1
2EFK-A	2efk_A	NA	Stage 1
2EIS-A	2eis_A	NA	Stage 1
2ELI-A	2eli_A	NA	Stage 1
2EO0-A	2eo0_A	NA	Stage 1
2EO5-A	2eo5_A	NA	Stage 1
2EO9-A	2eo9_A	NA	Stage 1
2EOB-A	2eob_A	NA	Stage 1
2EQA-A	2eqa_A	NA	Stage 1
2EVZ-A	2adc_A	NA	Stage 2
2F1Z-A	2f1z_A	NA	Stage 1
2F3X-A	2f3x_A	NA	Stage 1
2F5K-A	2f5k_A	NA	Stage 1
2F8M-A	2f8m_A	NA	Stage 1
2F9H-A	2f9h_A	NA	Stage 1
2F9Z-A	2f9z_A	NA	Stage 1
2FBD-A	2fbd_A	NA	Stage 1
2FD6-L	2fd6_L	NA	Stage 1
2FFH-A	2ffh_A	NA	Stage 1
2FJC-A	2fjc_A	NA	Stage 1
2FPO-A	2fpo_A	NA	Stage 1
2FPR-A	2fpr_A	NA	Stage 1
2FQ6-A	2fq6_A	NA	Stage 1
2FT0-A	2fs5_A	NA	Stage 2
2FU4-A	2fu4_A	NA	Stage 1
2FXL-A	1r4s_A	NA	Stage 2
2FXO-A	2fxo_A	NA	Stage 1
2G03-A	2g03_A	NA	Stage 1
2G39-A	2g39_A	NA	Stage 1
2G3M-A	2g3m_A	NA	Stage 1
2G77-B	2g77_B	NA	Stage 1
2G9W-A	2g9w_A	NA	Stage 1
2GA1-A	2ga1_A	NA	Stage 1
2GBX-B	2gbw_B	NA	Stage 2
2GD5-A	2gd5_A	NA	Stage 1
2GHB-A	2gha_A	NA	Stage 2
2GJE-A	2gia_A	NA	Stage 2
2GK1-I	2gk1_I	NA	Stage 1
2GM5-A	2gm5_A	NA	Stage 1
2GN1-A	2gn0_A	NA	Stage 2
2GQS-A	2gqr_A	NA	Stage 2
2GRJ-A	2grj_A	NA	Stage 1
2GUH-A	2guh_A	NA	Stage 1
2GUW-A	2guw_A	NA	Stage 1
2GUX-A	2gux_A	NA	Stage 1
2GW4-B	2gw4_B	NA	Stage 1
2H12-A	2h12_A	NA	Stage 1
2H1K-A	2h1k_A	NA	Stage 1
2H2G-A	1yc5_A	NA	Stage 2
2H30-A	2h30_A	NA	Stage 1
2H34-A	2h34_A	NA	Stage 1
2H47-C	2h3x_C	NA	Stage 2
2HBP-A	2hbp_A	NA	Stage 1
2HDW-A	2hdw_A	NA	Stage 1
2HF8-A	2hf8_A	NA	Stage 1
2HFD-A	2hfd_A	NA	Stage 1
2HFH-A	2hfh_A	NA	Stage 1
2HG0-A	2hg0_A	NA	Stage 1
2HH9-A	2hh9_A	NA	Stage 1
2HHL-A	2hhl_A	NA	Stage 1
2HI0-A	2hi0_A	NA	Stage 1
2HP8-A	1hp8_A	NA	Stage 2
2HQO-A	2hqo_A	NA	Stage 1
2HQS-H	2hqs_C	NA	Stage 2
2HR7-A	2hr7_A	NA	Stage 1
2HSP-A	1hsq_A	NA	Stage 2
2HUP-A	2hup_A	NA	Stage 1
2HUU-A	2huf_A	NA	Stage 2
2HZK-A	2hzk_A	NA	Stage 1
2I08-A	2i08_A	NA	Stage 1
2I0E-A	2i0e_A	NA	Stage 1
2I0X-A	2i0x_A	NA	Stage 1
2I32-A	2i32_A	NA	Stage 1
2I4O-A	2i4l_A	NA	Stage 2
2I51-A	2i51_A	NA	Stage 1
2I55-A	2i54_A	NA	Stage 2
2I59-A	2i59_A	NA	Stage 1
2I5P-O	2i5p_O	NA	Stage 1
2I6E-A	2i6e_A	NA	Stage 1
2I9X-A	2i9x_A	NA	Stage 1
2I9Y-A	2i9y_A	NA	Stage 1
2IAI-A	2iai_A	NA	Stage 1
2IC6-A	2ic6_A	NA	Stage 1
2ICI-A	2ici_A	NA	Stage 1
2IFE-A	2ife_A	NA	Stage 1
2IHM-A	2ihm_A	NA	Stage 1
2IJD-1	2ijd_1	NA	Stage 1
2ILX-A	2ilx_A	NA	Stage 1
2IMD-A	2imd_A	NA	Stage 1
2INF-A	2inf_A	NA	Stage 1
2IOO-A	2geq_A	NA	Stage 2
2IOV-A	2iov_A	NA	Stage 1
2IQ1-A	2iq1_A	NA	Stage 1
2IQT-A	2iqt_A	NA	Stage 1
2ISN-A	2isn_A	NA	Stage 1
2ISS-D	2iss_D	NA	Stage 1
2IXT-A	1ea7_A	NA	Stage 2
2J13-A	2j13_A	NA	Stage 1
2J2J-A	2j1k_C	NA	Stage 2
2J3R-B	2j3r_B	NA	Stage 1
2J5A-A	2j5a_A	NA	Stage 1
2J5C-A	2j5c_A	NA	Stage 1
2J6Z-A	2j6z_A	NA	Stage 1
2JAF-A	2jaf_A	NA	Stage 1
2JAQ-A	2jaq_A	NA	Stage 1
2JBH-A	2jbh_A	NA	Stage 1
2JD8-0	2jd6_0	NA	Stage 2
2JDQ-D	2gmo_A	NA	Stage 2
2JEC-A	2jec_A	NA	Stage 1
2JFH-A	2jff_A	NA	Stage 2
2JML-A	2jml_A	NA	Stage 1
2JNE-A	2jne_A	NA	Stage 1
2JOK-A	2jok_A	NA	Stage 1
2JQT-A	2jqt_A	NA	Stage 1
2JS7-A	2js7_A	NA	Stage 1
2JUH-A	2juh_A	NA	Stage 1
2JY9-A	2jy9_A	NA	Stage 1
2JYS-A	2jys_A	NA	Stage 1
2JZN-C	1vsq_C	NA	Stage 2
2K1E-A	2k1e_A	NA	Stage 1
2K36-A	2k36_A	NA	Stage 1
2K40-A	2k40_A	NA	Stage 1
2K4W-A	2k4w_A	NA	Stage 1
2K5F-A	2k5f_A	NA	Stage 1
2K5S-A	2k5s_A	NA	Stage 1
2K6P-A	2k6p_A	NA	Stage 1
2K7B-A	2k7b_A	NA	Stage 1
2K7X-A	2k7x_A	NA	Stage 1
2K89-A	2k89_A	NA	Stage 1
2K9N-A	2k9n_A	NA	Stage 1
2K9Q-A	2k9q_A	NA	Stage 1
2KD1-A	2kd1_A	NA	Stage 1
2KD3-A	2kd3_A	NA	Stage 1
2KE7-A	2ke7_A	NA	Stage 1
2KFH-A	2kff_A	NA	Stage 2
2KGF-A	2kgf_A	NA	Stage 1
2KHR-A	2khr_A	NA	Stage 1
2KI7-B	2k3r_A	NA	Stage 2
2KIV-A	2kiv_A	NA	Stage 1
2KKH-A	2kkh_A	NA	Stage 1
2KKV-A	2kkv_A	NA	Stage 1
2KN8-A	2kn8_A	NA	Stage 1
2KPN-A	2kpn_A	NA	Stage 1
2KQV-A	2kqv_A	NA	Stage 1
2KRB-A	2krb_A	NA	Stage 1
2KTM-A	2ktm_A	NA	Stage 1
2KUO-A	2kuo_A	NA	Stage 1
2KW1-A	2kw1_A	NA	Stage 1
2KX4-A	1k0h_A	NA	Stage 2
2KYM-A	2kym_A	NA	Stage 1
2KYY-A	2kyy_A	NA	Stage 1
2KZI-A	2kzi_A	NA	Stage 1
2L38-A	2l38_A	NA	Stage 1
2L4A-A	2l4a_A	NA	Stage 1
2L8Y-A	2l8y_A	NA	Stage 1
2LD5-A	2ld5_A	NA	Stage 1
2LEC-A	2lea_A	NA	Stage 2
2LFV-A	2lfv_A	NA	Stage 1
2LI8-A	2li8_A	NA	Stage 1
2LIG-A	1lih_A	NA	Stage 2
2LJK-A	2ljk_A	NA	Stage 1
2LJZ-A	2fk4_A	NA	Stage 2
2LM2-A	2lm2_A	NA	Stage 1
2LM4-A	2lm4_A	NA	Stage 1
2LP0-A	2lp0_A	NA	Stage 1
2LTT-A	2ltd_A	NA	Stage 2
2LVV-A	2lvv_A	NA	Stage 1
2LW1-A	2lw1_A	NA	Stage 1
2LY9-A	2ly9_A	NA	Stage 1
2M08-A	2m08_A	NA	Stage 1
2M26-A	2m26_A	NA	Stage 1
2M29-A	2m28_A	NA	Stage 2
2M9H-A	2m9h_A	NA	Stage 1
2M9M-A	2m9m_A	NA	Stage 1
2MA2-A	2ma2_A	NA	Stage 1
2MAX-A	2max_A	NA	Stage 1
2MBF-A	2mbf_A	NA	Stage 1
2MC9-A	2mc9_A	NA	Stage 1
2MG4-A	2mg4_A	NA	Stage 1
2MHH-A	2mhh_A	NA	Stage 1
2MJD-A	2mjd_A	NA	Stage 1
2MKZ-A	2mkz_A	NA	Stage 1
2MLW-A	2mlw_A	NA	Stage 1
2MLX-B	2mlx_B	NA	Stage 1
2MNT-A	2n87_A	NA	Stage 2
2MQ1-A	2mq1_A	NA	Stage 1
2MTF-A	2mtf_A	NA	Stage 1
2MXN-A	2mxn_A	NA	Stage 1
2MXZ-A	2mxz_A	NA	Stage 1
2MZ8-A	2mz8_A	NA	Stage 1
2N1T-D	2n1t_D	NA	Stage 1
2N28-A	2n28_A	NA	Stage 1
2N2Z-A	2n2z_A	NA	Stage 1
2N74-A	2n74_A	NA	Stage 1
2N7L-C	2n7l_C	NA	Stage 1
2N9D-A	2n2n_A	NA	Stage 2
2NBH-A	2nbh_A	NA	Stage 1
2NEF-A	2nef_A	NA	Stage 1
2NMV-A	2d7d_A	NA	Stage 2
2NPS-B	2nps_B	NA	Stage 1
2NRH-A	2nrh_A	NA	Stage 1
2NU8-B	1jkj_B	NA	Stage 2
2NUG-A	1yyk_A	NA	Stage 2
2NUH-A	2nuh_A	NA	Stage 1
2NVO-A	2nvo_A	NA	Stage 1
2NWH-A	2nwh_A	NA	Stage 1
2NWM-A	2nwm_A	NA	Stage 1
2NXP-A	2nxp_A	NA	Stage 1
2NZO-A	2nzh_A	NA	Stage 2
2O01-F	2o01_F	NA	Stage 1
2O01-G	2o01_G	NA	Stage 1
2O0A-A	2o0a_A	NA	Stage 1
2O38-A	2o38_A	NA	Stage 1
2O4D-A	2o4d_A	NA	Stage 1
2O57-A	2o57_A	NA	Stage 1
2O59-A	2o19_A	NA	Stage 2
2OBE-A	2obe_A	NA	Stage 1
2OCC-F	1occ_F	NA	Stage 2
2ODD-A	2odd_A	NA	Stage 1
2ODV-A	2odv_A	NA	Stage 1
2OER-A	2oer_A	NA	Stage 1
2OHC-A	2ohc_A	NA	Stage 1
2OLM-A	2olm_A	NA	Stage 1
2OME-A	2ome_A	NA	Stage 1
2ONK-A	2onk_A	NA	Stage 1
2OO4-A	2oo4_A	NA	Stage 1
2OOC-A	2ooc_A	NA	Stage 1
2OOF-A	2oof_A	NA	Stage 1
2ORY-A	2ory_A	NA	Stage 1
2OSE-A	2ose_A	NA	Stage 1
2OV6-A	2ov6_A	NA	Stage 1
2OXQ-A	2oxq_A	NA	Stage 1
2OYZ-A	2oyz_A	NA	Stage 1
2P08-A	2p08_A	NA	Stage 1
2P22-C	2p22_C	NA	Stage 1
2P22-D	2p22_D	NA	Stage 1
2P5T-B	2p5t_B	NA	Stage 1
2P8I-A	2nyh_A	NA	Stage 2
2PAH-A	2pah_A	NA	Stage 1
2PD3-A	2pd3_A	NA	Stage 1
2PKW-A	2pkw_A	NA	Stage 1
2PL3-A	2pl3_A	NA	Stage 1
2PL6-A	1r2m_A	NA	Stage 2
2PLT-A	2plt_A	NA	Stage 1
2PMU-A	2pmu_A	NA	Stage 1
2PN0-A	2pn0_A	NA	Stage 1
2PNQ-A	2pnq_A	NA	Stage 1
2POM-A	2pom_A	NA	Stage 1
2PP0-A	2pp0_A	NA	Stage 1
2PRR-A	2prr_A	NA	Stage 1
2PSM-A	2psm_A	NA	Stage 1
2PT1-A	2pt1_A	NA	Stage 1
2PT5-A	2pt5_A	NA	Stage 1
2PU3-A	2pu3_A	NA	Stage 1
2PV2-A	2pv1_A	NA	Stage 2
2PVO-C	2pu9_C	NA	Stage 2
2PVP-A	2pvp_A	NA	Stage 1
2PWJ-A	2pwj_A	NA	Stage 1
2PX7-A	2px7_A	NA	Stage 1
2PYB-A	2pyb_A	NA	Stage 1
2Q06-A	2q06_A	NA	Stage 1
2Q0O-A	2q0o_A	NA	Stage 1
2Q24-A	2q24_A	NA	Stage 1
2Q4Q-A	2ab1_A	NA	Stage 2
2Q8X-A	2q8x_A	NA	Stage 1
2QAG-B	2qag_B	NA	Stage 1
2QBY-A	2qby_A	NA	Stage 1
2QEZ-A	2qez_A	NA	Stage 1
2QF3-A	2qf0_A	NA	Stage 2
2QFC-A	2qfc_A	NA	Stage 1
2QFZ-A	2qfz_A	NA	Stage 1
2QG3-A	2qg3_A	NA	Stage 1
2QGH-A	2qgh_A	NA	Stage 1
